,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
3922,2023.4.1,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3293017,120394,938,3511,61,53984,"(910.0, 1365.0]"
3923,2023.4.1,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1117526,82933,307,3640,10,111753,"(0.0, 455.0]"
3933,2023.4.2,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,522,0,0,0,"(455.0, 910.0]"
3934,2023.4.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,1159960,66446,563,2060,19,61051,"(455.0, 910.0]"
3935,2023.4.2,인스톨,페이스북,fb_app_install_catalog_ios_2301,1115957,120209,490,2277,7,159422,"(455.0, 910.0]"
3936,2023.4.2,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3478764,112945,935,3721,48,72474,"(910.0, 1365.0]"
3937,2023.4.2,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1117186,89823,326,3427,19,58799,"(0.0, 455.0]"
3947,2023.4.3,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,102,0,0,0,"(0.0, 455.0]"
3948,2023.4.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,1117105,71685,506,2208,13,85931,"(455.0, 910.0]"
3949,2023.4.3,인스톨,페이스북,fb_app_install_catalog_ios_2301,1076337,105807,564,1908,4,269084,"(455.0, 910.0]"
3950,2023.4.3,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,3346852,113643,840,3984,65,51490,"(455.0, 910.0]"
3951,2023.4.3,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1076078,81346,308,3494,6,179346,"(0.0, 455.0]"
3961,2023.4.4,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,80,0,0,0,"(0.0, 455.0]"
3962,2023.4.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,935562,64985,486,1925,10,93556,"(455.0, 910.0]"
3963,2023.4.4,인스톨,페이스북,fb_app_install_catalog_ios_2301,1271868,145547,549,2317,5,254374,"(455.0, 910.0]"
3964,2023.4.4,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,2816180,109312,817,3447,75,37549,"(455.0, 910.0]"
3965,2023.4.4,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,963879,88330,324,2975,3,321293,"(0.0, 455.0]"
3975,2023.4.5,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,56,0,0,0,"(0.0, 455.0]"
3976,2023.4.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,700604,47714,440,1592,11,63691,"(0.0, 455.0]"
3977,2023.4.5,인스톨,페이스북,fb_app_install_catalog_ios_2301,1994741,216125,606,3292,7,284963,"(455.0, 910.0]"
3978,2023.4.5,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1511144,61469,513,2946,29,52108,"(455.0, 910.0]"
3979,2023.4.5,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,937018,83839,353,2654,8,117127,"(0.0, 455.0]"
3990,2023.4.6,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,45,0,0,0,"(0.0, 455.0]"
3991,2023.4.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,700798,40279,438,1600,9,77866,"(0.0, 455.0]"
3992,2023.4.6,인스톨,페이스북,fb_app_install_catalog_ios_2301,1990229,198983,827,2407,8,248779,"(455.0, 910.0]"
3993,2023.4.6,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1504077,56297,451,3335,28,53717,"(0.0, 455.0]"
3994,2023.4.6,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,933686,81760,302,3092,4,233422,"(0.0, 455.0]"
4004,2023.4.7,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,42,0,0,0,"(0.0, 455.0]"
4005,2023.4.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,695785,45810,399,1744,12,57982,"(0.0, 455.0]"
4006,2023.4.7,인스톨,페이스북,fb_app_install_catalog_ios_2301,1989178,208480,944,2107,4,497294,"(910.0, 1365.0]"
4007,2023.4.7,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1501602,69785,509,2950,44,34127,"(455.0, 910.0]"
4008,2023.4.7,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,931519,88284,310,3005,3,310506,"(0.0, 455.0]"
4019,2023.4.8,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,34,0,0,0,"(0.0, 455.0]"
4020,2023.4.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,684983,45133,463,1479,7,97855,"(455.0, 910.0]"
4021,2023.4.8,인스톨,페이스북,fb_app_install_catalog_ios_2301,1966634,199237,923,2131,7,280948,"(910.0, 1365.0]"
4022,2023.4.8,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1486175,63794,511,2908,30,49539,"(455.0, 910.0]"
4023,2023.4.8,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,925552,86634,320,2892,2,462776,"(0.0, 455.0]"
4033,2023.4.9,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,21,0,0,0,"(0.0, 455.0]"
4034,2023.4.9,인스톨,페이스북,fb_app_install_catalog_aos_2201,744074,48275,500,1488,9,82675,"(455.0, 910.0]"
4035,2023.4.9,인스톨,페이스북,fb_app_install_catalog_ios_2301,2106551,221558,877,2402,6,351092,"(455.0, 910.0]"
4036,2023.4.9,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1599328,68738,602,2657,44,36348,"(455.0, 910.0]"
4037,2023.4.9,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,988233,90766,295,3350,9,109804,"(0.0, 455.0]"
4047,2023.4.10,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,35,0,0,0,"(0.0, 455.0]"
4048,2023.4.10,인스톨,페이스북,fb_app_install_catalog_aos_2201,716695,44926,409,1752,5,143339,"(0.0, 455.0]"
4049,2023.4.10,인스톨,페이스북,fb_app_install_catalog_ios_2301,2021586,229721,963,2099,11,183781,"(910.0, 1365.0]"
4050,2023.4.10,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1532927,56026,461,3325,41,37388,"(455.0, 910.0]"
4051,2023.4.10,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,949179,88274,304,3122,10,94918,"(0.0, 455.0]"
4061,2023.4.11,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,24,0,0,0,"(0.0, 455.0]"
4062,2023.4.11,인스톨,페이스북,fb_app_install_catalog_aos_2201,691597,47564,388,1782,4,172899,"(0.0, 455.0]"
4063,2023.4.11,인스톨,페이스북,fb_app_install_catalog_ios_2301,1971551,211120,1001,1970,6,328592,"(910.0, 1365.0]"
4064,2023.4.11,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1496751,60689,468,3198,32,46773,"(455.0, 910.0]"
4065,2023.4.11,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,926053,81953,349,2653,3,308684,"(0.0, 455.0]"
4075,2023.4.12,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,22,0,0,0,"(0.0, 455.0]"
4076,2023.4.12,인스톨,페이스북,fb_app_install_catalog_aos_2201,694362,48017,413,1681,9,77151,"(0.0, 455.0]"
4077,2023.4.12,인스톨,페이스북,fb_app_install_catalog_ios_2301,1978892,196682,871,2272,8,247362,"(455.0, 910.0]"
4078,2023.4.12,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1497657,61096,498,3007,31,48312,"(455.0, 910.0]"
4079,2023.4.12,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,927476,81592,326,2845,11,84316,"(0.0, 455.0]"
4089,2023.4.13,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,11,0,0,0,"(0.0, 455.0]"
4090,2023.4.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,690982,45365,409,1689,1,690982,"(0.0, 455.0]"
4091,2023.4.13,인스톨,페이스북,fb_app_install_catalog_ios_2301,1967928,189297,872,2257,9,218659,"(455.0, 910.0]"
4092,2023.4.13,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1485722,58618,559,2658,31,47927,"(455.0, 910.0]"
4093,2023.4.13,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,923078,72536,304,3036,9,102564,"(0.0, 455.0]"
4103,2023.4.14,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,25,0,0,0,"(0.0, 455.0]"
4104,2023.4.14,인스톨,페이스북,fb_app_install_catalog_aos_2201,694055,48528,428,1622,8,86757,"(0.0, 455.0]"
4105,2023.4.14,인스톨,페이스북,fb_app_install_catalog_ios_2301,1992735,187032,897,2222,12,166061,"(455.0, 910.0]"
4106,2023.4.14,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1510303,66399,540,2797,43,35123,"(455.0, 910.0]"
4107,2023.4.14,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,936743,76923,268,3495,2,468371,"(0.0, 455.0]"
4117,2023.4.15,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,15,0,0,0,"(0.0, 455.0]"
4118,2023.4.15,인스톨,페이스북,fb_app_install_catalog_aos_2201,703823,49542,488,1442,6,117304,"(455.0, 910.0]"
4119,2023.4.15,인스톨,페이스북,fb_app_install_catalog_ios_2301,2043029,178502,777,2629,10,204303,"(455.0, 910.0]"
4120,2023.4.15,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1529579,67641,588,2601,37,41340,"(455.0, 910.0]"
4121,2023.4.15,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,960208,76390,297,3233,6,160035,"(0.0, 455.0]"
4131,2023.4.16,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,16,0,0,0,"(0.0, 455.0]"
4132,2023.4.16,인스톨,페이스북,fb_app_install_catalog_aos_2201,742554,48390,469,1583,12,61879,"(455.0, 910.0]"
4133,2023.4.16,인스톨,페이스북,fb_app_install_catalog_ios_2301,2107813,216562,852,2474,10,210781,"(455.0, 910.0]"
4134,2023.4.16,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1605554,67772,620,2590,40,40139,"(455.0, 910.0]"
4135,2023.4.16,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,988816,78430,316,3129,3,329605,"(0.0, 455.0]"
4145,2023.4.17,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,19,0,0,0,"(0.0, 455.0]"
4146,2023.4.17,인스톨,페이스북,fb_app_install_catalog_aos_2201,713800,46816,504,1416,11,64891,"(455.0, 910.0]"
4147,2023.4.17,인스톨,페이스북,fb_app_install_catalog_ios_2301,2023607,205740,897,2256,13,155662,"(455.0, 910.0]"
4148,2023.4.17,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1535708,68342,502,3059,30,51190,"(455.0, 910.0]"
4149,2023.4.17,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,949615,80139,307,3093,2,474808,"(0.0, 455.0]"
4159,2023.4.18,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,14,0,0,0,"(0.0, 455.0]"
4160,2023.4.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,693133,48640,439,1579,9,77015,"(0.0, 455.0]"
4161,2023.4.18,인스톨,페이스북,fb_app_install_catalog_ios_2301,1970095,201875,910,2165,9,218899,"(455.0, 910.0]"
4162,2023.4.18,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1493872,69680,553,2701,35,42682,"(455.0, 910.0]"
4163,2023.4.18,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,924905,78998,351,2635,5,184981,"(0.0, 455.0]"
4173,2023.4.19,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,16,0,0,0,"(0.0, 455.0]"
4174,2023.4.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,696836,48980,402,1733,15,46456,"(0.0, 455.0]"
4175,2023.4.19,인스톨,페이스북,fb_app_install_catalog_ios_2301,1974122,203931,935,2111,3,658041,"(910.0, 1365.0]"
4176,2023.4.19,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1498206,73295,533,2811,28,53507,"(455.0, 910.0]"
4177,2023.4.19,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,927929,76912,295,3146,1,927929,"(0.0, 455.0]"
4187,2023.4.20,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,13,0,0,0,"(0.0, 455.0]"
4188,2023.4.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,688411,44153,403,1708,11,62583,"(0.0, 455.0]"
4189,2023.4.20,인스톨,페이스북,fb_app_install_catalog_ios_2301,1966553,202965,869,2263,2,983277,"(455.0, 910.0]"
4190,2023.4.20,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1484541,66964,567,2618,27,54983,"(455.0, 910.0]"
4191,2023.4.20,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,922593,84717,274,3367,5,184519,"(0.0, 455.0]"
4201,2023.4.21,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,10,0,0,0,"(0.0, 455.0]"
4202,2023.4.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,681021,45429,380,1792,12,56752,"(0.0, 455.0]"
4203,2023.4.21,인스톨,페이스북,fb_app_install_catalog_ios_2301,1964403,199376,777,2528,5,392881,"(455.0, 910.0]"
4204,2023.4.21,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1558284,75062,538,2896,39,39956,"(455.0, 910.0]"
4205,2023.4.21,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,943535,91341,256,3686,3,314512,"(0.0, 455.0]"
4215,2023.4.22,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,13,0,0,0,"(0.0, 455.0]"
4216,2023.4.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,725719,46503,421,1724,13,55825,"(0.0, 455.0]"
4217,2023.4.22,인스톨,페이스북,fb_app_install_catalog_ios_2301,2073400,205146,855,2425,4,518350,"(455.0, 910.0]"
4218,2023.4.22,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1595867,74491,566,2820,34,46937,"(455.0, 910.0]"
4219,2023.4.22,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,985419,96781,293,3363,7,140774,"(0.0, 455.0]"
4229,2023.4.23,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,11,0,0,0,"(0.0, 455.0]"
4230,2023.4.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,818690,50310,546,1499,14,58478,"(455.0, 910.0]"
4231,2023.4.23,인스톨,페이스북,fb_app_install_catalog_ios_2301,2316557,250385,814,2846,10,231656,"(455.0, 910.0]"
4232,2023.4.23,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1763114,85795,677,2604,33,53428,"(455.0, 910.0]"
4233,2023.4.23,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1086508,109575,316,3438,3,362169,"(0.0, 455.0]"
4243,2023.4.24,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,12,0,0,0,"(0.0, 455.0]"
4244,2023.4.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,795225,52660,444,1791,7,113604,"(0.0, 455.0]"
4245,2023.4.24,인스톨,페이스북,fb_app_install_catalog_ios_2301,2258969,260316,912,2477,4,564742,"(910.0, 1365.0]"
4246,2023.4.24,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1717300,85040,596,2881,21,81776,"(455.0, 910.0]"
4247,2023.4.24,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1059275,111515,332,3191,9,117697,"(0.0, 455.0]"
4257,2023.4.25,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,13,0,0,0,"(0.0, 455.0]"
4258,2023.4.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,772714,47674,377,2050,10,77271,"(0.0, 455.0]"
4259,2023.4.25,인스톨,페이스북,fb_app_install_catalog_ios_2301,2199700,224655,1037,2121,9,244411,"(910.0, 1365.0]"
4260,2023.4.25,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1571205,69173,496,3168,25,62848,"(455.0, 910.0]"
4261,2023.4.25,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1029067,92367,348,2957,6,171511,"(0.0, 455.0]"
4271,2023.4.26,인스톨,페이스북,fb_app_install_AAA_ios_2205,0,0,10,0,0,0,"(0.0, 455.0]"
4272,2023.4.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,768962,44277,421,1827,8,96120,"(0.0, 455.0]"
4273,2023.4.26,인스톨,페이스북,fb_app_install_catalog_ios_2301,2189269,216829,864,2534,4,547317,"(455.0, 910.0]"
4274,2023.4.26,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1679749,65785,504,3333,35,47993,"(455.0, 910.0]"
4275,2023.4.26,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1028388,87371,280,3673,2,514194,"(0.0, 455.0]"
4288,2023.4.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,761151,44649,373,2041,10,76115,"(0.0, 455.0]"
4289,2023.4.27,인스톨,페이스북,fb_app_install_catalog_ios_2301,2168764,213713,766,2831,7,309823,"(455.0, 910.0]"
4290,2023.4.27,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1661281,65781,452,3675,24,69220,"(0.0, 455.0]"
4291,2023.4.27,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1019154,78472,243,4194,5,203831,"(0.0, 455.0]"
4304,2023.4.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,757238,42172,366,2069,7,108177,"(0.0, 455.0]"
4305,2023.4.28,인스톨,페이스북,fb_app_install_catalog_ios_2301,2181992,207414,832,2623,1,2181992,"(455.0, 910.0]"
4306,2023.4.28,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1668057,63561,451,3699,43,38792,"(0.0, 455.0]"
4307,2023.4.28,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1027272,78521,230,4466,4,256818,"(0.0, 455.0]"
4320,2023.4.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,766148,39572,447,1714,12,63846,"(0.0, 455.0]"
4321,2023.4.29,인스톨,페이스북,fb_app_install_catalog_ios_2301,2226982,208542,821,2713,7,318140,"(455.0, 910.0]"
4322,2023.4.29,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1688935,61431,607,2782,39,43306,"(455.0, 910.0]"
4323,2023.4.29,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1046742,70694,231,4531,4,261686,"(0.0, 455.0]"
4336,2023.4.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,816377,48019,426,1916,15,54425,"(0.0, 455.0]"
4337,2023.4.30,인스톨,페이스북,fb_app_install_catalog_ios_2301,2323931,204769,760,3058,4,580983,"(455.0, 910.0]"
4338,2023.4.30,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1764942,59842,646,2732,50,35299,"(455.0, 910.0]"
4339,2023.4.30,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1089581,75538,291,3744,7,155654,"(0.0, 455.0]"
4352,2023.5.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,790842,46692,438,1806,14,56489,"(0.0, 455.0]"
4353,2023.5.1,인스톨,페이스북,fb_app_install_catalog_ios_2301,2251870,210914,923,2440,4,562967,"(910.0, 1365.0]"
4354,2023.5.1,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1703489,69504,539,3160,34,50103,"(455.0, 910.0]"
4355,2023.5.1,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1057319,84128,264,4005,0,0,"(0.0, 455.0]"
4368,2023.5.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,768428,50988,422,1821,6,128071,"(0.0, 455.0]"
4369,2023.5.2,인스톨,페이스북,fb_app_install_catalog_ios_2301,2187685,223575,883,2478,4,546921,"(455.0, 910.0]"
4370,2023.5.2,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1658209,69876,481,3447,17,97542,"(455.0, 910.0]"
4371,2023.5.2,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1025897,82395,251,4087,1,1025897,"(0.0, 455.0]"
4384,2023.5.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,767361,46197,419,1831,19,40387,"(0.0, 455.0]"
4385,2023.5.3,인스톨,페이스북,fb_app_install_catalog_ios_2301,2151800,201488,740,2908,6,358633,"(455.0, 910.0]"
4386,2023.5.3,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1607656,64099,487,3301,35,45933,"(455.0, 910.0]"
4387,2023.5.3,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,991743,79033,228,4350,2,495871,"(0.0, 455.0]"
4402,2023.5.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,760714,45274,462,1647,8,95089,"(455.0, 910.0]"
4403,2023.5.4,인스톨,페이스북,fb_app_install_catalog_ios_2301,2185324,201801,727,3006,7,312189,"(455.0, 910.0]"
4404,2023.5.4,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1638463,64305,462,3546,37,44283,"(455.0, 910.0]"
4405,2023.5.4,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1031040,76960,246,4191,5,206208,"(0.0, 455.0]"
4419,2023.5.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,764596,56912,478,1600,13,58815,"(455.0, 910.0]"
4420,2023.5.5,인스톨,페이스북,fb_app_install_catalog_ios_2301,2200654,238180,793,2775,5,440131,"(455.0, 910.0]"
4421,2023.5.5,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1680170,72633,636,2642,29,57937,"(455.0, 910.0]"
4422,2023.5.5,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1039255,91727,233,4460,8,129907,"(0.0, 455.0]"
4436,2023.5.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,770401,60717,483,1595,7,110057,"(455.0, 910.0]"
4437,2023.5.6,인스톨,페이스북,fb_app_install_catalog_ios_2301,2239337,262621,856,2616,6,373223,"(455.0, 910.0]"
4438,2023.5.6,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1694029,69772,632,2680,32,52938,"(455.0, 910.0]"
4439,2023.5.6,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1060634,102601,259,4095,2,530317,"(0.0, 455.0]"
4453,2023.5.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,822345,58960,497,1655,12,68529,"(455.0, 910.0]"
4454,2023.5.7,인스톨,페이스북,fb_app_install_catalog_ios_2301,2336334,261723,905,2582,8,292042,"(455.0, 910.0]"
4455,2023.5.7,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1772089,65694,563,3148,37,47894,"(455.0, 910.0]"
4456,2023.5.7,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,1095856,88638,311,3524,0,0,"(0.0, 455.0]"
4470,2023.5.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,783031,56440,377,2077,12,65253,"(0.0, 455.0]"
