,date,label,media,campaign,spend,imp,click,install,CPI,first_purchase,cpa,month,year
1111,2022-05-09,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,1,0.0,2,0.0,5,2022
1112,2022-05-09,첫구매,구글 디스커버리,220411_29CM_branding_discovery,169634.619,144960,1249,3,56544.873,2,84817.3095,5,2022
1113,2022-05-09,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1114,2022-05-09,첫구매,크리테오,App CAM_1st purchase_AOS,283113.5787,144838,1081,0,0.0,10,28311.35787,5,2022
1115,2022-05-09,첫구매,크리테오,App CAM_1st purchase_iOS,112170.9847,53467,167,0,0.0,4,28042.74616,5,2022
1116,2022-05-09,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3948124.051,176862,8166,52,75925.46251,75,52641.65401,5,2022
1117,2022-05-09,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1511098.035,70336,1571,10,151109.8035,5,302219.6069,5,2022
1118,2022-05-10,인스톨,ACi,★ [AOS] UAC_Action,388299.285,30423,386,66,5883.3225,3,129433.095,5,2022
1119,2022-05-10,인스톨,ACi,★ [AOS] UAC_Install,831646.8666,77081,2624,270,3080.17358,3,277215.6222,5,2022
1120,2022-05-10,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1121,2022-05-10,인스톨,크리테오,App Install_AOS,750773.1996,1036638,5706,277,2710.372562,5,150154.6399,5,2022
1122,2022-05-10,인스톨,크리테오,App Install_iOS (NEW),493274.2927,746665,1801,64,7707.410823,5,98654.85854,5,2022
1123,2022-05-10,인스톨,페이스북,fb_app_install_AAA_aos_2205,663547.9674,74828,3873,535,1240.276575,18,36863.77597,5,2022
1124,2022-05-10,인스톨,페이스북,fb_app_install_AAA_ios_2205,447215.1575,50742,1428,77,5807.989058,4,111803.7894,5,2022
1125,2022-05-10,인스톨,페이스북,fb_app_install_catalog_aos_2205,664395.3738,56590,3726,535,1241.860512,20,33219.76869,5,2022
1126,2022-05-10,인스톨,페이스북,fb_app_install_catalog_ios_2201,1334176.806,269459,12817,921,1448.617596,13,102628.985,5,2022
1127,2022-05-10,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,2,0.0,1,0.0,5,2022
1128,2022-05-10,첫구매,구글 디스커버리,220411_29CM_branding_discovery,323226.9612,215863,1792,1,323226.9612,2,161613.4806,5,2022
1129,2022-05-10,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1130,2022-05-10,첫구매,크리테오,App CAM_1st purchase_AOS,409354.9051,203538,1803,0,0.0,16,25584.68157,5,2022
1131,2022-05-10,첫구매,크리테오,App CAM_1st purchase_iOS,122459.616,66515,170,0,0.0,2,61229.80799,5,2022
1132,2022-05-10,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3807914.192,159238,9138,68,55998.73812,95,40083.30728,5,2022
1133,2022-05-10,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1822613.259,93027,2196,17,107212.5447,3,607537.7531,5,2022
1134,2022-05-11,인스톨,ACi,★ [AOS] UAC_Action,387447.5781,23709,328,70,5534.965401,4,96861.89453,5,2022
1135,2022-05-11,인스톨,ACi,★ [AOS] UAC_Install,1028387.567,70951,2799,338,3042.566766,7,146912.5095,5,2022
1136,2022-05-11,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1137,2022-05-11,인스톨,크리테오,App Install_AOS,592655.3589,756332,4454,223,2657.647349,2,296327.6795,5,2022
1138,2022-05-11,인스톨,크리테오,App Install_iOS (NEW),480281.3901,768964,1678,44,10915.48614,0,0.0,5,2022
1139,2022-05-11,인스톨,페이스북,fb_app_install_AAA_aos_2205,664366.6482,86293,3745,560,1186.369015,34,19540.19553,5,2022
1140,2022-05-11,인스톨,페이스북,fb_app_install_AAA_ios_2205,1288632.3,127852,2824,202,6379.367822,5,257726.46,5,2022
1141,2022-05-11,인스톨,페이스북,fb_app_install_catalog_aos_2205,662944.7289,61545,3530,491,1350.192931,28,23676.59746,5,2022
1142,2022-05-11,인스톨,페이스북,fb_app_install_catalog_ios_2201,1334736.956,290802,12076,950,1404.986269,13,102672.0735,5,2022
1143,2022-05-11,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,2,0.0,0,0.0,5,2022
1144,2022-05-11,첫구매,구글 디스커버리,220411_29CM_branding_discovery,241599.6594,167293,1938,2,120799.8297,2,120799.8297,5,2022
1145,2022-05-11,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,1,0.0,5,2022
1146,2022-05-11,첫구매,크리테오,App CAM_1st purchase_AOS,489436.9518,277487,2346,1,489436.9518,11,44494.26835,5,2022
1147,2022-05-11,첫구매,크리테오,App CAM_1st purchase_iOS,150535.8285,77686,169,0,0.0,2,75267.91424,5,2022
1148,2022-05-11,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3804036.23,166058,9763,44,86455.36887,108,35222.55769,5,2022
1149,2022-05-11,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1814225.372,94163,2488,15,120948.3581,4,453556.3429,5,2022
1150,2022-05-12,인스톨,ACi,★ [AOS] UAC_Action,335062.2132,25775,310,73,4589.893332,4,83765.5533,5,2022
1151,2022-05-12,인스톨,ACi,★ [AOS] UAC_Install,900273.3597,86072,2687,275,3273.721308,2,450136.6799,5,2022
1152,2022-05-12,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1153,2022-05-12,인스톨,크리테오,App Install_AOS,739092.4408,927722,5733,269,2747.555542,5,147818.4882,5,2022
1154,2022-05-12,인스톨,크리테오,App Install_iOS (NEW),554669.5906,893630,2041,47,11801.48065,1,554669.5906,5,2022
1155,2022-05-12,인스톨,페이스북,fb_app_install_AAA_aos_2205,686715.1977,70997,3621,510,1346.500388,19,36142.90514,5,2022
1156,2022-05-12,인스톨,페이스북,fb_app_install_AAA_ios_2205,1190663.498,107670,2096,143,8326.318168,9,132295.9442,5,2022
1157,2022-05-12,인스톨,페이스북,fb_app_install_catalog_aos_2205,687146.0823,56823,3509,470,1462.012941,30,22904.86941,5,2022
1158,2022-05-12,인스톨,페이스북,fb_app_install_catalog_ios_2201,1240085.965,229569,10980,930,1333.425769,10,124008.5965,5,2022
1159,2022-05-12,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,2,0.0,1,0.0,5,2022
1160,2022-05-12,첫구매,구글 디스커버리,220411_29CM_branding_discovery,240319.1043,153093,1425,1,240319.1043,1,240319.1043,5,2022
1161,2022-05-12,첫구매,크리테오,App CAM_1st purchase_AOS,481515.5985,272919,2242,0,0.0,11,43774.14532,5,2022
1162,2022-05-12,첫구매,크리테오,App CAM_1st purchase_iOS,159264.9977,83586,196,0,0.0,3,53088.33255,5,2022
1163,2022-05-12,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3813601.869,168072,9795,56,68100.03338,98,38914.30479,5,2022
1164,2022-05-12,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1401452.259,65615,1832,11,127404.7508,6,233575.3765,5,2022
1165,2022-05-13,인스톨,ACi,★ [AOS] UAC_Action,424094.9328,30598,375,56,7573.1238,8,53011.8666,5,2022
1166,2022-05-13,인스톨,ACi,★ [AOS] UAC_Install,859795.1208,69214,2502,280,3070.69686,3,286598.3736,5,2022
1167,2022-05-13,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1168,2022-05-13,인스톨,크리테오,App Install_AOS,858512.2538,1059685,6683,272,3156.295051,2,429256.1269,5,2022
1169,2022-05-13,인스톨,크리테오,App Install_iOS (NEW),627315.4694,925368,2078,57,11005.53455,2,313657.7347,5,2022
1170,2022-05-13,인스톨,페이스북,fb_app_install_AAA_aos_2205,875356.4887,82713,4174,549,1594.456264,27,32420.61069,5,2022
1171,2022-05-13,인스톨,페이스북,fb_app_install_AAA_ios_2205,1287425.823,109861,1913,137,9397.268782,6,214570.9705,5,2022
1172,2022-05-13,인스톨,페이스북,fb_app_install_catalog_aos_2205,872182.3052,63015,3961,495,1761.984455,22,39644.65024,5,2022
1173,2022-05-13,인스톨,페이스북,fb_app_install_catalog_ios_2201,1314212.484,225087,10545,770,1706.76946,11,119473.8622,5,2022
1174,2022-05-13,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,5,0.0,0,0.0,5,2022
1175,2022-05-13,첫구매,구글 디스커버리,220411_29CM_branding_discovery,234349.9686,204664,1827,3,78116.6562,2,117174.9843,5,2022
1176,2022-05-13,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1177,2022-05-13,첫구매,크리테오,App CAM_1st purchase_AOS,473097.4521,267098,2023,0,0.0,8,59137.18151,5,2022
1178,2022-05-13,첫구매,크리테오,App CAM_1st purchase_iOS,180389.7485,87720,232,0,0.0,5,36077.94971,5,2022
1179,2022-05-13,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3811117.101,175054,8540,49,77777.90002,99,38496.13233,5,2022
1180,2022-05-13,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1200042.42,54548,1786,12,100003.535,5,240008.484,5,2022
1181,2022-05-14,인스톨,ACi,★ [AOS] UAC_Action,386198.1684,31319,428,65,5941.510283,7,55171.16691,5,2022
1182,2022-05-14,인스톨,ACi,★ [AOS] UAC_Install,892407.9483,95339,2861,296,3014.891717,3,297469.3161,5,2022
1183,2022-05-14,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1184,2022-05-14,인스톨,크리테오,App Install_AOS,658099.0198,825326,5138,223,2951.116681,5,131619.804,5,2022
1185,2022-05-14,인스톨,크리테오,App Install_iOS (NEW),532966.5055,783753,2046,50,10659.33011,1,532966.5055,5,2022
1186,2022-05-14,인스톨,페이스북,fb_app_install_AAA_aos_2205,898954.6036,94781,4384,601,1495.764731,19,47313.40019,5,2022
1187,2022-05-14,인스톨,페이스북,fb_app_install_AAA_ios_2205,1369911.504,125581,2120,136,10072.87871,3,456637.1681,5,2022
1188,2022-05-14,인스톨,페이스북,fb_app_install_catalog_aos_2205,901784.0793,65220,4191,540,1669.970517,24,37574.33664,5,2022
1189,2022-05-14,인스톨,페이스북,fb_app_install_catalog_ios_2201,1348539.627,226702,10632,739,1824.816815,4,337134.9066,5,2022
1190,2022-05-14,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,2,0.0,1,0.0,5,2022
1191,2022-05-14,첫구매,구글 디스커버리,220411_29CM_branding_discovery,253870.947,189828,1680,1,253870.947,2,126935.4735,5,2022
1192,2022-05-14,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1193,2022-05-14,첫구매,크리테오,App CAM_1st purchase_AOS,363804.3623,187733,1499,0,0.0,7,51972.05175,5,2022
1194,2022-05-14,첫구매,크리테오,App CAM_1st purchase_iOS,130064.3404,71196,213,0,0.0,5,26012.86808,5,2022
1195,2022-05-14,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4039414.141,189671,8906,67,60289.7633,73,55334.44029,5,2022
1196,2022-05-14,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1428009.115,72768,2158,15,95200.60767,5,285601.823,5,2022
1197,2022-05-15,인스톨,ACi,★ [AOS] UAC_Action,381164.5926,25757,378,69,5524.12453,4,95291.14815,5,2022
1198,2022-05-15,인스톨,ACi,★ [AOS] UAC_Install,905031.4185,86276,2648,320,2828.223183,1,905031.4185,5,2022
1199,2022-05-15,인스톨,몰로코,29cm_a_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1200,2022-05-15,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1201,2022-05-15,인스톨,크리테오,App Install_AOS,758153.3058,859068,5574,237,3198.959096,7,108307.6151,5,2022
1202,2022-05-15,인스톨,크리테오,App Install_iOS (NEW),521302.5652,851192,2011,54,9653.751208,5,104260.513,5,2022
1203,2022-05-15,인스톨,페이스북,fb_app_install_AAA_aos_2205,957282.0197,100114,4749,617,1551.510567,33,29008.54605,5,2022
1204,2022-05-15,인스톨,페이스북,fb_app_install_AAA_ios_2205,1443880.032,129152,2160,137,10539.27031,6,240646.6721,5,2022
1205,2022-05-15,인스톨,페이스북,fb_app_install_catalog_aos_2205,957167.1171,76774,4782,600,1595.278528,26,36814.11989,5,2022
1206,2022-05-15,인스톨,페이스북,fb_app_install_catalog_ios_2201,1431082.759,256192,12089,814,1758.086927,8,178885.3448,5,2022
1207,2022-05-15,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,3,0.0,0,0.0,5,2022
1208,2022-05-15,첫구매,구글 디스커버리,220411_29CM_branding_discovery,249424.3422,150565,1381,2,124712.1711,2,124712.1711,5,2022
1209,2022-05-15,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1210,2022-05-15,첫구매,크리테오,App CAM_1st purchase_AOS,382400.4541,186254,1539,0,0.0,18,21244.46967,5,2022
1211,2022-05-15,첫구매,크리테오,App CAM_1st purchase_iOS,137522.3819,82013,266,0,0.0,2,68761.19097,5,2022
1212,2022-05-15,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4170575.422,194454,9330,54,77232.87819,129,32330.04203,5,2022
1213,2022-05-15,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1811123.002,80692,3284,50,36222.46005,12,150926.9169,5,2022
1214,2022-05-16,인스톨,ACi,★ [AOS] UAC_Action,384095.8539,28973,337,75,5121.278052,5,76819.17078,5,2022
1215,2022-05-16,인스톨,ACi,★ [AOS] UAC_Install,921678.6348,82599,2792,295,3124.334355,3,307226.2116,5,2022
1216,2022-05-16,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1217,2022-05-16,인스톨,크리테오,App Install_AOS,737487.698,832961,5191,211,3495.20236,3,245829.2327,5,2022
1218,2022-05-16,인스톨,크리테오,App Install_iOS (NEW),489621.1409,832292,1472,34,14400.62179,1,489621.1409,5,2022
1219,2022-05-16,인스톨,페이스북,fb_app_install_AAA_aos_2205,927077.0071,87236,4358,583,1590.183546,25,37083.08028,5,2022
1220,2022-05-16,인스톨,페이스북,fb_app_install_AAA_ios_2205,1029699.363,139928,3767,91,11315.37762,11,93609.03301,5,2022
1221,2022-05-16,인스톨,페이스북,fb_app_install_catalog_aos_2205,927852.5994,65402,4196,572,1622.119929,18,51547.36663,5,2022
1222,2022-05-16,인스톨,페이스북,fb_app_install_catalog_ios_2201,1391427.01,275202,12152,916,1519.02512,5,278285.402,5,2022
1223,2022-05-16,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,0,0.0,0,0.0,5,2022
1224,2022-05-16,첫구매,구글 디스커버리,220411_29CM_branding_discovery,144204.3999,128738,680,0,0.0,0,0.0,5,2022
1225,2022-05-16,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1226,2022-05-16,첫구매,크리테오,App CAM_1st purchase_AOS,431898.269,214353,1694,0,0.0,14,30849.87636,5,2022
1227,2022-05-16,첫구매,크리테오,App CAM_1st purchase_iOS,158441.2378,83881,198,0,0.0,3,52813.74592,5,2022
1228,2022-05-16,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4224062.568,205218,9070,54,78223.38088,103,41010.31619,5,2022
1229,2022-05-16,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1727660.65,86402,2750,31,55730.9887,5,345532.1299,5,2022
1230,2022-05-17,인스톨,ACi,★ [AOS] UAC_Action,389567.8611,24411,345,71,5486.871283,8,48695.98264,5,2022
1231,2022-05-17,인스톨,ACi,★ [AOS] UAC_Install,799666.5303,72868,2313,261,3063.856438,1,799666.5303,5,2022
1232,2022-05-17,인스톨,크리테오,App Install_AOS,668636.5507,794011,4993,229,2919.810265,4,167159.1377,5,2022
1233,2022-05-17,인스톨,크리테오,App Install_iOS (NEW),474986.756,757626,1542,34,13970.19871,1,474986.756,5,2022
1234,2022-05-17,인스톨,페이스북,fb_app_install_AAA_aos_2205,887435.6211,74362,4017,576,1540.686842,38,23353.56898,5,2022
1235,2022-05-17,인스톨,페이스북,fb_app_install_AAA_ios_2205,1018496.363,326698,11144,194,5249.981251,13,78345.87406,5,2022
1236,2022-05-17,인스톨,페이스북,fb_app_install_catalog_aos_2205,886846.7455,63126,3881,513,1728.746093,18,49269.26364,5,2022
1237,2022-05-17,인스톨,페이스북,fb_app_install_catalog_ios_2201,1332424.541,267526,11740,907,1469.045801,25,53296.98165,5,2022
1238,2022-05-17,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,0,0.0,0,0.0,5,2022
1239,2022-05-17,첫구매,구글 디스커버리,220411_29CM_branding_discovery,210178.7424,114857,752,0,0.0,1,210178.7424,5,2022
1240,2022-05-17,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1241,2022-05-17,첫구매,크리테오,App CAM_1st purchase_AOS,222075.9139,122071,905,0,0.0,15,14805.06092,5,2022
1242,2022-05-17,첫구매,크리테오,App CAM_1st purchase_iOS,93077.22531,51897,124,0,0.0,3,31025.74177,5,2022
1243,2022-05-17,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4340573.772,194382,9482,42,103346.9946,115,37744.11975,5,2022
1244,2022-05-17,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1565892.197,91202,2562,33,47451.27869,6,260982.0328,5,2022
1245,2022-05-18,인스톨,ACi,★ [AOS] UAC_Action,423557.0757,32093,392,62,6831.565737,9,47061.8973,5,2022
1246,2022-05-18,인스톨,ACi,★ [AOS] UAC_Install,1218822.521,93556,3546,338,3605.983791,2,609411.2607,5,2022
1247,2022-05-18,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1248,2022-05-18,인스톨,크리테오,App Install_AOS,664220.8757,805220,4908,236,2814.495236,3,221406.9586,5,2022
1249,2022-05-18,인스톨,크리테오,App Install_iOS (NEW),451312.8979,719531,1423,39,11572.12559,3,150437.6326,5,2022
1250,2022-05-18,인스톨,페이스북,fb_app_install_AAA_aos_2205,822056.0599,66232,3598,478,1719.782552,24,34252.33583,5,2022
1251,2022-05-18,인스톨,페이스북,fb_app_install_AAA_ios_2205,1272359.224,389116,12221,719,1769.623399,9,141373.2471,5,2022
1252,2022-05-18,인스톨,페이스북,fb_app_install_catalog_aos_2205,846831.9262,62364,3829,494,1714.234668,22,38492.36028,5,2022
1253,2022-05-18,인스톨,페이스북,fb_app_install_catalog_ios_2201,1338629.28,259232,10382,935,1431.68907,4,334657.32,5,2022
1254,2022-05-18,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,1,0.0,0,0.0,5,2022
1255,2022-05-18,첫구매,구글 디스커버리,220411_29CM_branding_discovery,367546.8654,294605,1805,1,367546.8654,3,122515.6218,5,2022
1256,2022-05-18,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1257,2022-05-18,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),1275384.0,564840,6957,135,9447.288889,10,127538.4,5,2022
1258,2022-05-18,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),1005477.0,348994,3262,57,17639.94737,15,67031.8,5,2022
1259,2022-05-18,첫구매,크리테오,App CAM_1st purchase_AOS,238944.538,126360,969,0,0.0,13,18380.34908,5,2022
1260,2022-05-18,첫구매,크리테오,App CAM_1st purchase_iOS,85557.77941,51279,154,0,0.0,4,21389.44485,5,2022
1261,2022-05-18,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4341205.736,194266,8743,48,90441.78616,95,45696.90248,5,2022
1262,2022-05-18,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,1844286.756,107447,2968,25,73771.47025,8,230535.8445,5,2022
1263,2022-05-19,인스톨,ACi,★ [AOS] UAC_Action,501390.6282,37309,456,70,7162.72326,5,100278.1256,5,2022
1264,2022-05-19,인스톨,ACi,★ [AOS] UAC_Install,1169557.686,86317,3242,327,3576.629009,2,584778.843,5,2022
1265,2022-05-19,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1266,2022-05-19,인스톨,크리테오,App Install_AOS,739593.3547,895957,5537,226,3272.536967,2,369796.6773,5,2022
1267,2022-05-19,인스톨,크리테오,App Install_iOS (NEW),495103.2584,815304,1624,44,11252.34678,0,0.0,5,2022
1268,2022-05-19,인스톨,페이스북,fb_app_install_AAA_aos_2205,907773.3757,86793,4403,571,1589.795754,33,27508.28411,5,2022
1269,2022-05-19,인스톨,페이스북,fb_app_install_AAA_ios_2205,1361911.413,442921,12504,889,1531.958845,8,170238.9266,5,2022
1270,2022-05-19,인스톨,페이스북,fb_app_install_catalog_aos_2205,909281.4719,72924,4203,543,1674.551514,26,34972.3643,5,2022
1271,2022-05-19,인스톨,페이스북,fb_app_install_catalog_ios_2201,1363462.598,307115,11067,835,1632.889338,26,52440.86914,5,2022
1272,2022-05-19,첫구매,구글 디스커버리,220411_29CM_branding_discovery,357647.4198,207919,1669,0,0.0,0,0.0,5,2022
1273,2022-05-19,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),1278222.0,603905,6429,138,9262.478261,16,79888.875,5,2022
1274,2022-05-19,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),1014508.0,396306,3207,62,16363.03226,16,63406.75,5,2022
1275,2022-05-19,첫구매,크리테오,App CAM_1st purchase_AOS,286891.4438,163829,1432,0,0.0,8,35861.43048,5,2022
1276,2022-05-19,첫구매,크리테오,App CAM_1st purchase_iOS,94765.4138,57558,145,1,94765.4138,3,31588.47127,5,2022
1277,2022-05-19,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4402017.92,201192,9444,35,125771.9406,100,44020.1792,5,2022
1278,2022-05-19,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,2323114.483,136559,3375,24,96796.43678,1,2323114.483,5,2022
1279,2022-05-20,인스톨,ACi,★ [AOS] UAC_Action,487158.3783,35105,421,70,6959.405404,4,121789.5946,5,2022
1280,2022-05-20,인스톨,ACi,★ [AOS] UAC_Install,1022287.86,69140,3037,312,3276.563654,2,511143.93,5,2022
1281,2022-05-20,인스톨,크리테오,App Install_AOS,808552.7202,994892,5835,284,2847.01662,4,202138.1801,5,2022
1282,2022-05-20,인스톨,크리테오,App Install_iOS (NEW),552956.366,826923,1722,48,11519.92429,1,552956.366,5,2022
1283,2022-05-20,인스톨,페이스북,fb_app_install_AAA_aos_2205,905805.6692,84419,4045,521,1738.590536,18,50322.53718,5,2022
1284,2022-05-20,인스톨,페이스북,fb_app_install_AAA_ios_2205,1380942.151,390494,11810,915,1509.226394,12,115078.5126,5,2022
1285,2022-05-20,인스톨,페이스북,fb_app_install_catalog_aos_2205,914825.5208,72845,3919,543,1684.761548,13,70371.19391,5,2022
1286,2022-05-20,인스톨,페이스북,fb_app_install_catalog_ios_2201,1383297.653,278537,10680,838,1650.71319,9,153699.7393,5,2022
1287,2022-05-20,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,1,0.0,0,0.0,5,2022
1288,2022-05-20,첫구매,구글 디스커버리,220411_29CM_branding_discovery,349976.0682,219890,1702,1,349976.0682,0,0.0,5,2022
1289,2022-05-20,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),1266122.0,581228,6411,121,10463.81818,20,63306.1,5,2022
1290,2022-05-20,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),941435.0,380344,3281,51,18459.5098,7,134490.7143,5,2022
1291,2022-05-20,첫구매,크리테오,App CAM_1st purchase_AOS,301520.6898,173295,1440,1,301520.6898,9,33502.29886,5,2022
1292,2022-05-20,첫구매,크리테오,App CAM_1st purchase_iOS,106941.5642,59249,139,0,0.0,4,26735.39105,5,2022
1293,2022-05-20,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4375245.621,200783,9878,42,104172.5148,88,49718.70024,5,2022
1294,2022-05-20,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,0.0,0,0,9,0.0,2,0.0,5,2022
1295,2022-05-20,첫구매,페이스북,fb_traffic_pmkt_2205_2540_AOS,780762.9496,62229,1543,15,52050.8633,3,260254.3165,5,2022
1296,2022-05-20,첫구매,페이스북,fb_traffic_pmkt_2205_2540_IOS,1162253.838,134664,1615,9,129139.3153,13,89404.1414,5,2022
1297,2022-05-21,인스톨,ACi,★ [AOS] UAC_Action,628030.2204,55402,608,98,6408.471637,4,157007.5551,5,2022
1298,2022-05-21,인스톨,ACi,★ [AOS] UAC_Install,1305724.177,123230,3837,377,3463.459355,5,261144.8354,5,2022
1299,2022-05-21,인스톨,몰로코,29cm_a_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1300,2022-05-21,인스톨,몰로코,29cm_i_ua_kor,0.0,0,0,0,0.0,0,0.0,5,2022
1301,2022-05-21,인스톨,크리테오,App Install_AOS,727751.7777,913698,5376,242,3007.238751,3,242583.9259,5,2022
1302,2022-05-21,인스톨,크리테오,App Install_iOS (NEW),551799.9972,766628,1656,43,12832.55807,5,110359.9994,5,2022
1303,2022-05-21,인스톨,페이스북,fb_app_install_AAA_aos_2205,960628.5569,75821,4169,560,1715.408137,28,34308.16275,5,2022
1304,2022-05-21,인스톨,페이스북,fb_app_install_AAA_ios_2205,1417567.344,406219,12535,930,1524.265962,12,118130.612,5,2022
1305,2022-05-21,인스톨,페이스북,fb_app_install_catalog_aos_2205,950043.1579,70436,4075,550,1727.351196,31,30646.55348,5,2022
1306,2022-05-21,인스톨,페이스북,fb_app_install_catalog_ios_2201,1414709.143,273805,11406,824,1716.880028,16,88419.32143,5,2022
1307,2022-05-21,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0.0,0,0,1,0.0,0,0.0,5,2022
1308,2022-05-21,첫구매,구글 디스커버리,220411_29CM_branding_discovery,309272.6241,163606,1882,0,0.0,0,0.0,5,2022
1309,2022-05-21,첫구매,몰로코,29cm_a_re_kor_newpurchase,0.0,0,0,0,0.0,0,0.0,5,2022
1310,2022-05-21,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),1123991.0,487615,5223,95,11831.48421,14,80285.07143,5,2022
1311,2022-05-21,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),1016444.0,493041,3347,65,15637.6,10,101644.4,5,2022
1312,2022-05-21,첫구매,크리테오,App CAM_1st purchase_AOS,235024.0988,135352,1249,0,0.0,8,29378.01235,5,2022
1313,2022-05-21,첫구매,크리테오,App CAM_1st purchase_iOS,79990.58707,51707,129,0,0.0,1,79990.58707,5,2022
1314,2022-05-21,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4614487.131,192564,10981,54,85453.46539,119,38777.20278,5,2022
1315,2022-05-21,첫구매,페이스북,fb_conversion_visit_catalog_2204_daba_2540ua,0.0,0,0,0,0.0,0,0.0,5,2022
1316,2022-05-21,첫구매,페이스북,fb_traffic_pmkt_2205_2540_AOS,862228.8703,73301,1599,28,30793.88822,3,287409.6234,5,2022
1317,2022-05-21,첫구매,페이스북,fb_traffic_pmkt_2205_2540_IOS,1299490.593,163193,1546,17,76440.62311,4,324872.6482,5,2022
