date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
2022-09-28,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),3108578,2302640,295,10538,34,91429,"(2874960.0, 5749920.0]"
2022-09-28,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,555040,67177,294,1888,10,55504,"(0.0, 2874960.0]"
2022-09-28,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,553916,179539,474,1169,8,69240,"(0.0, 2874960.0]"
2022-09-28,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,5146159,247409,107,48095,150,34308,"(2874960.0, 5749920.0]"
2022-09-29,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),5036735,1700918,481,10471,81,62182,"(2874960.0, 5749920.0]"
2022-09-29,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),1222188,449210,14,87299,3,407396,"(0.0, 2874960.0]"
2022-09-29,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),3078372,2492438,459,6707,54,57007,"(2874960.0, 5749920.0]"
2022-09-29,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,549271,59936,265,2073,3,183090,"(0.0, 2874960.0]"
2022-09-29,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,549623,201775,573,959,12,45802,"(0.0, 2874960.0]"
2022-09-29,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,5100107,262475,98,52042,113,45134,"(2874960.0, 5749920.0]"
2022-09-30,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),5548356,1900318,532,10429,100,55484,"(2874960.0, 5749920.0]"
2022-09-30,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),132770,41849,8,16596,1,132770,"(0.0, 2874960.0]"
2022-09-30,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),3607142,3590511,430,8389,56,64413,"(2874960.0, 5749920.0]"
2022-09-30,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),1003266,648068,34,29508,2,501633,"(0.0, 2874960.0]"
2022-09-30,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,518882,65482,192,2703,7,74126,"(0.0, 2874960.0]"
2022-09-30,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,518111,141835,494,1049,7,74016,"(0.0, 2874960.0]"
2022-09-30,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,5988412,296852,136,44032,89,67286,"(5749920.0, 8624880.0]"
2022-10-01,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),1760,623,19,93,61,29,"(0.0, 2874960.0]"
2022-10-01,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,2,0,
2022-10-01,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,95,18,0,25,0,
2022-10-01,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),319495,267822,11,29045,1,319495,"(0.0, 2874960.0]"
2022-10-01,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,319582,61837,26,12292,0,0,"(0.0, 2874960.0]"
2022-10-01,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,319652,98925,324,987,0,0,"(0.0, 2874960.0]"
2022-10-01,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2481900,102790,22,112814,29,85583,"(0.0, 2874960.0]"
2022-10-02,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,22,0,
2022-10-02,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,2,0,
2022-10-02,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,15,0,
2022-10-02,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),319869,357355,13,24605,3,106623,"(0.0, 2874960.0]"
2022-10-02,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,336066,32835,79,4254,5,67213,"(0.0, 2874960.0]"
2022-10-02,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,336413,74283,126,2670,8,42052,"(0.0, 2874960.0]"
2022-10-02,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2589244,113815,39,66391,68,38077,"(0.0, 2874960.0]"
2022-10-03,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,34,0,
2022-10-03,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,1,0,
2022-10-03,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,9,0,
2022-10-03,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),317548,357435,13,24427,3,105849,"(0.0, 2874960.0]"
2022-10-03,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,331845,29286,126,2634,5,66369,"(0.0, 2874960.0]"
2022-10-03,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,331324,85026,180,1841,15,22088,"(0.0, 2874960.0]"
2022-10-03,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2564631,122089,48,53430,87,29479,"(0.0, 2874960.0]"
2022-10-04,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,22,0,
2022-10-04,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,2,0,
2022-10-04,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,21,0,
2022-10-04,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),354772,405501,18,19710,3,118257,"(0.0, 2874960.0]"
2022-10-04,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,321632,49680,189,1702,6,53605,"(0.0, 2874960.0]"
2022-10-04,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,321493,172015,310,1037,8,40187,"(0.0, 2874960.0]"
2022-10-04,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2477141,138686,70,35388,98,25277,"(0.0, 2874960.0]"
2022-10-05,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,19,0,
2022-10-05,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,1,0,
2022-10-05,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,7,0,
2022-10-05,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),148676,126789,7,21239,1,148676,"(0.0, 2874960.0]"
2022-10-05,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),208109,352694,7,29730,0,0,"(0.0, 2874960.0]"
2022-10-05,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,319391,36534,215,1486,4,79848,"(0.0, 2874960.0]"
2022-10-05,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,318419,136132,410,777,5,63684,"(0.0, 2874960.0]"
2022-10-05,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2454474,126325,52,47201,85,28876,"(0.0, 2874960.0]"
2022-10-06,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,7,0,
2022-10-06,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,0,0,
2022-10-06,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,7,0,
2022-10-06,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,1,0,
2022-10-06,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),359458,390984,14,25676,0,0,"(0.0, 2874960.0]"
2022-10-06,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,317863,34127,217,1465,4,79466,"(0.0, 2874960.0]"
2022-10-06,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,316282,114101,378,837,7,45183,"(0.0, 2874960.0]"
2022-10-06,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2427690,129161,71,34193,71,34193,"(0.0, 2874960.0]"
2022-10-07,첫구매,카카오모먼트,220106_카카오비즈보드(방문_앱),0,0,0,0,2,0,
2022-10-07,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,0,0,
2022-10-07,첫구매,카카오모먼트,220913_카카오비즈보드(전환_회원가입_앱),0,0,0,0,6,0,
2022-10-07,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,0,0,
2022-10-07,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),326359,216231,11,29669,0,0,"(0.0, 2874960.0]"
2022-10-07,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,314146,38365,202,1555,1,314146,"(0.0, 2874960.0]"
2022-10-07,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,301709,145880,335,901,0,0,"(0.0, 2874960.0]"
2022-10-07,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2283054,117324,50,45661,62,36823,"(0.0, 2874960.0]"
2022-10-08,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,1,0,
2022-10-08,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),335467,250979,15,22364,2,167734,"(0.0, 2874960.0]"
2022-10-08,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,320572,26457,89,3602,4,80143,"(0.0, 2874960.0]"
2022-10-08,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,335875,100822,246,1365,2,167937,"(0.0, 2874960.0]"
2022-10-08,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2393628,112330,33,72534,54,44326,"(0.0, 2874960.0]"
2022-10-09,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,0,0,
2022-10-09,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),339273,384937,15,22618,0,0,"(0.0, 2874960.0]"
2022-10-09,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,337595,30544,97,3480,6,56266,"(0.0, 2874960.0]"
2022-10-09,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,336170,107256,158,2128,2,168085,"(0.0, 2874960.0]"
2022-10-09,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2599301,118162,45,57762,67,38796,"(0.0, 2874960.0]"
2022-10-10,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,0,0,
2022-10-10,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),336281,286131,13,25868,2,168141,"(0.0, 2874960.0]"
2022-10-10,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,331915,37624,303,1095,14,23708,"(0.0, 2874960.0]"
2022-10-10,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,331567,123999,177,1873,3,110522,"(0.0, 2874960.0]"
2022-10-10,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2561105,120212,73,35084,81,31619,"(0.0, 2874960.0]"
2022-10-11,첫구매,카카오모먼트,220930_카카오비즈보드(전환_회원가입_앱_2539),0,0,0,0,0,0,
2022-10-11,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),348458,243379,18,19359,4,87114,"(0.0, 2874960.0]"
2022-10-11,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,322292,39484,266,1212,6,53715,"(0.0, 2874960.0]"
2022-10-11,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,321736,159347,365,881,8,40217,"(0.0, 2874960.0]"
2022-10-11,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2477471,127626,58,42715,94,26356,"(0.0, 2874960.0]"
2022-10-12,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),350603,316588,11,31873,6,58434,"(0.0, 2874960.0]"
2022-10-12,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,317620,35585,259,1226,7,45374,"(0.0, 2874960.0]"
2022-10-12,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,318036,158311,398,799,4,79509,"(0.0, 2874960.0]"
2022-10-12,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2439102,128030,52,46906,80,30489,"(0.0, 2874960.0]"
2022-10-13,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),349646,403658,12,29137,2,174823,"(0.0, 2874960.0]"
2022-10-13,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,315309,33996,278,1134,14,22522,"(0.0, 2874960.0]"
2022-10-13,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,315309,126792,310,1017,4,78827,"(0.0, 2874960.0]"
2022-10-13,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2426613,128394,64,37916,77,31514,"(0.0, 2874960.0]"
2022-10-14,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),349987,366053,11,31817,3,116662,"(0.0, 2874960.0]"
2022-10-14,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,316716,34537,246,1287,10,31672,"(0.0, 2874960.0]"
2022-10-14,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,317845,138436,322,987,2,158923,"(0.0, 2874960.0]"
2022-10-14,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2426839,124604,80,30335,106,22895,"(0.0, 2874960.0]"
2022-10-15,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),138083,73377,12,11507,0,0,"(0.0, 2874960.0]"
2022-10-15,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,320069,36713,308,1039,10,32007,"(0.0, 2874960.0]"
2022-10-15,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,320850,152417,321,1000,4,80213,"(0.0, 2874960.0]"
2022-10-15,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2458312,139238,75,32777,95,25877,"(0.0, 2874960.0]"
2022-10-16,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,0,0,0,3,0,
2022-10-16,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,336622,35264,320,1052,7,48089,"(0.0, 2874960.0]"
2022-10-16,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,335510,136248,348,964,13,25808,"(0.0, 2874960.0]"
2022-10-16,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2595966,143917,71,36563,76,34157,"(0.0, 2874960.0]"
2022-10-17,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,18558,0,0,3,0,
2022-10-17,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,332401,33431,318,1045,17,19553,"(0.0, 2874960.0]"
2022-10-17,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,334294,108039,411,813,6,55716,"(0.0, 2874960.0]"
2022-10-17,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2545560,126948,79,32222,80,31819,"(0.0, 2874960.0]"
2022-10-17,첫구매,구글,[AOS] Action_signup,0,19,0,0,0,0,
2022-10-17,첫구매,구글,[AOS] Action_visit_over3,17325,593,3,5775,0,0,"(0.0, 2874960.0]"
2022-10-18,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,6279,0,0,2,0,
2022-10-18,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,322031,31640,320,1006,13,24772,"(0.0, 2874960.0]"
2022-10-18,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,321111,114633,391,821,8,40139,"(0.0, 2874960.0]"
2022-10-18,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2482491,123560,77,32240,95,26131,"(0.0, 2874960.0]"
2022-10-18,첫구매,구글,[AOS] Action_signup,22033,3190,5,4407,0,0,"(0.0, 2874960.0]"
2022-10-18,첫구매,구글,[AOS] Action_visit_over3,75314,13430,24,3138,2,37657,"(0.0, 2874960.0]"
2022-10-19,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,0,0,0,1,0,
2022-10-19,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,316265,34512,288,1098,11,28751,"(0.0, 2874960.0]"
2022-10-19,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,316056,122261,387,817,9,35117,"(0.0, 2874960.0]"
2022-10-19,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2443340,124916,78,31325,71,34413,"(0.0, 2874960.0]"
2022-10-19,첫구매,구글,[AOS] Action_signup,111556,10748,23,4850,0,0,"(0.0, 2874960.0]"
2022-10-19,첫구매,구글,[AOS] Action_visit_over3,674545,28171,63,10707,4,168636,"(0.0, 2874960.0]"
2022-10-20,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),401159,156654,19,21114,3,133720,"(0.0, 2874960.0]"
2022-10-20,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,315379,28779,297,1062,12,26282,"(0.0, 2874960.0]"
2022-10-20,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,315674,101793,340,928,7,45096,"(0.0, 2874960.0]"
2022-10-20,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2301726,123253,64,35964,69,33358,"(0.0, 2874960.0]"
2022-10-20,첫구매,구글,[AOS] Action_signup,227205,14171,51,4455,3,75735,"(0.0, 2874960.0]"
2022-10-20,첫구매,구글,[AOS] Action_visit_over3,610466,34051,18,33915,1,610466,"(0.0, 2874960.0]"
2022-10-21,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),402380,168251,18,22354,2,201190,"(0.0, 2874960.0]"
2022-10-21,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,317602,26996,257,1236,10,31760,"(0.0, 2874960.0]"
2022-10-21,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,317029,87747,353,898,6,52838,"(0.0, 2874960.0]"
2022-10-21,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2398196,126531,80,29977,72,33308,"(0.0, 2874960.0]"
2022-10-21,첫구매,구글,[AOS] Action_signup,670807,41282,67,10012,2,335404,"(0.0, 2874960.0]"
2022-10-21,첫구매,구글,[AOS] Action_visit_over3,337151,34217,23,14659,0,0,"(0.0, 2874960.0]"
2022-10-22,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),399652,186632,20,19983,1,399652,"(0.0, 2874960.0]"
2022-10-22,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,321215,29004,295,1089,17,18895,"(0.0, 2874960.0]"
2022-10-22,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,321840,85616,288,1118,11,29258,"(0.0, 2874960.0]"
2022-10-22,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2454456,123149,82,29932,77,31876,"(0.0, 2874960.0]"
2022-10-22,첫구매,구글,[AOS] Action_signup,672383,47726,83,8101,4,168096,"(0.0, 2874960.0]"
2022-10-22,첫구매,구글,[AOS] Action_visit_over3,398694,43190,25,15948,0,0,"(0.0, 2874960.0]"
2022-10-23,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),400444,151745,15,26696,4,100111,"(0.0, 2874960.0]"
2022-10-23,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,338359,31524,354,956,18,18798,"(0.0, 2874960.0]"
2022-10-23,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,337143,92049,340,992,4,84286,"(0.0, 2874960.0]"
2022-10-23,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2602966,126647,97,26835,90,28922,"(0.0, 2874960.0]"
2022-10-23,첫구매,구글,[AOS] Action_signup,666543,43414,107,6229,6,111090,"(0.0, 2874960.0]"
2022-10-23,첫구매,구글,[AOS] Action_visit_over3,390948,70949,27,14480,1,390948,"(0.0, 2874960.0]"
2022-10-24,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),401137,194087,21,19102,2,200569,"(0.0, 2874960.0]"
2022-10-24,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,331724,30634,345,962,14,23695,"(0.0, 2874960.0]"
2022-10-24,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,331654,90048,376,882,6,55276,"(0.0, 2874960.0]"
2022-10-24,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2553845,126315,73,34984,77,33167,"(0.0, 2874960.0]"
2022-10-24,첫구매,구글,[AOS] Action_signup,373882,37340,70,5341,7,53412,"(0.0, 2874960.0]"
2022-10-24,첫구매,구글,[AOS] Action_visit_over3,394329,53647,25,15773,1,394329,"(0.0, 2874960.0]"
2022-10-25,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),401907,231305,9,44656,5,80381,"(0.0, 2874960.0]"
2022-10-25,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,320816,28882,322,996,12,26735,"(0.0, 2874960.0]"
2022-10-25,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,320746,83437,401,800,4,80187,"(0.0, 2874960.0]"
2022-10-25,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2481153,129202,92,26969,53,46814,"(0.0, 2874960.0]"
2022-10-25,첫구매,구글,[AOS] Action_checkout,271075,30548,25,10843,1,271075,"(0.0, 2874960.0]"
2022-10-25,첫구매,구글,[AOS] Action_signup,333976,28697,75,4453,5,66795,"(0.0, 2874960.0]"
2022-10-25,첫구매,구글,[AOS] Action_visit_over3,342985,48544,32,10718,1,342985,"(0.0, 2874960.0]"
2022-10-26,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),397166,176613,19,20903,2,198583,"(0.0, 2874960.0]"
2022-10-26,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,315813,33246,314,1006,7,45116,"(0.0, 2874960.0]"
2022-10-26,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,315692,94225,292,1081,4,78923,"(0.0, 2874960.0]"
2022-10-26,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2432605,129382,64,38009,62,39236,"(0.0, 2874960.0]"
2022-10-26,첫구매,구글,[AOS] Action_checkout,290109,22288,55,5275,4,72527,"(0.0, 2874960.0]"
2022-10-26,첫구매,구글,[AOS] Action_signup,290325,28386,35,8295,4,72581,"(0.0, 2874960.0]"
2022-10-26,첫구매,구글,[AOS] Action_visit_over3,0,0,0,0,0,0,
2022-10-27,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),384021,161275,18,21335,1,384021,"(0.0, 2874960.0]"
2022-10-27,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,317046,30110,276,1149,8,39631,"(0.0, 2874960.0]"
2022-10-27,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,314250,80979,243,1293,6,52375,"(0.0, 2874960.0]"
2022-10-27,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2433856,128857,68,35792,53,45922,"(0.0, 2874960.0]"
2022-10-27,첫구매,구글,[AOS] Action_checkout,281922,14186,42,6712,1,281922,"(0.0, 2874960.0]"
2022-10-27,첫구매,구글,[AOS] Action_signup,286891,29835,37,7754,3,95630,"(0.0, 2874960.0]"
2022-10-28,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),341583,197921,24,14233,2,170792,"(0.0, 2874960.0]"
2022-10-28,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,316647,30528,284,1115,10,31665,"(0.0, 2874960.0]"
2022-10-28,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,318245,98211,309,1030,6,53041,"(0.0, 2874960.0]"
2022-10-28,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2442992,120789,95,25716,70,34900,"(0.0, 2874960.0]"
2022-10-28,첫구매,구글,[AOS] Action_checkout,281708,10115,51,5524,3,93903,"(0.0, 2874960.0]"
2022-10-28,첫구매,구글,[AOS] Action_signup,279948,34411,37,7566,1,279948,"(0.0, 2874960.0]"
2022-10-29,첫구매,moweb_디스커버리,220411_29CM_branding_discovery,0,0,1,0,0,0,
2022-10-29,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),339317,110285,20,16966,1,339317,"(0.0, 2874960.0]"
2022-10-29,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,321111,35632,298,1078,7,45873,"(0.0, 2874960.0]"
2022-10-29,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,323786,83873,291,1113,8,40473,"(0.0, 2874960.0]"
2022-10-29,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2441203,130718,69,35380,49,49820,"(0.0, 2874960.0]"
2022-10-29,첫구매,구글,[AOS] Action_checkout,268053,13993,43,6234,4,67013,"(0.0, 2874960.0]"
2022-10-29,첫구매,구글,[AOS] Action_signup,266077,43979,35,7602,0,0,"(0.0, 2874960.0]"
2022-10-29,첫구매,구글,[AOS] Action_visit_over3,0,0,0,0,0,0,
2022-10-30,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),340087,234419,29,11727,3,113362,"(0.0, 2874960.0]"
2022-10-30,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,338029,40794,368,919,11,30730,"(0.0, 2874960.0]"
2022-10-30,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,337230,96200,331,1019,10,33723,"(0.0, 2874960.0]"
2022-10-30,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2594038,167992,89,29146,47,55192,"(0.0, 2874960.0]"
2022-10-30,첫구매,구글,[AOS] Action_checkout,269273,18588,63,4274,3,89758,"(0.0, 2874960.0]"
2022-10-30,첫구매,구글,[AOS] Action_signup,259511,40458,54,4806,3,86504,"(0.0, 2874960.0]"
2022-10-31,첫구매,카카오모먼트,220415_카카오비즈보드(방문_2539),0,0,0,0,0,0,
2022-10-31,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),135135,99732,6,22523,2,67567,"(0.0, 2874960.0]"
2022-10-31,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,147276,18467,146,1009,2,73638,"(0.0, 2874960.0]"
2022-10-31,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,146286,43195,327,447,2,73143,"(0.0, 2874960.0]"
2022-10-31,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1145105,69279,45,25447,24,47713,"(0.0, 2874960.0]"
2022-10-31,첫구매,구글,[AOS] Action_checkout,102764,6435,22,4671,4,25691,"(0.0, 2874960.0]"
2022-10-31,첫구매,구글,[AOS] Action_signup,108513,15440,25,4341,0,0,"(0.0, 2874960.0]"
2022-11-01,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,0,0,0,2,0,
2022-11-01,첫구매,페이스북,fb_app_install_purchase_AAA_aos_2209,0,0,1,0,0,0,
2022-11-01,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,0,0,189,0,0,0,
2022-11-01,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,0,0,0,0,1,0,
2022-11-01,첫구매,구글,[AOS] Action_checkout,0,0,1,0,0,0,
2022-11-01,첫구매,구글,[AOS] Action_signup,0,0,0,0,2,0,
2022-11-02,첫구매,카카오모먼트,221005_카카오비즈보드(전환_구매_앱_2539),0,0,0,0,0,0,
2022-11-02,첫구매,페이스북,fb_app_install_purchase_AAA_ios_2209,0,0,69,0,0,0,
2022-11-02,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,0,0,0,0,0,0,
2022-11-02,첫구매,구글,[AOS] Action_checkout,0,0,0,0,0,0,
2022-11-02,첫구매,구글,[AOS] Action_signup,0,0,0,0,0,0,
