date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
2022-02-01,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,232153,18661,0,0,28,8291,"(0.0, 2874960.0]"
2022-02-02,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,262316,19481,1,262316,21,12491,"(0.0, 2874960.0]"
2022-02-03,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,307752,22190,1,307752,14,21982,"(0.0, 2874960.0]"
2022-02-04,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,527850,28951,0,0,27,19550,"(0.0, 2874960.0]"
2022-02-05,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,518222,27465,1,518222,34,15242,"(0.0, 2874960.0]"
2022-02-06,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,516191,27220,1,516191,23,22443,"(0.0, 2874960.0]"
2022-02-07,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,478800,26805,0,0,28,17100,"(0.0, 2874960.0]"
2022-02-08,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),202411,189577,0,0,0,0,"(0.0, 2874960.0]"
2022-02-08,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,462472,26742,1,462472,21,22022,"(0.0, 2874960.0]"
2022-02-09,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,179154,36151,0,0,0,0,"(0.0, 2874960.0]"
2022-02-09,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),202752,221792,0,0,0,0,"(0.0, 2874960.0]"
2022-02-09,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,445696,24711,2,222848,16,27856,"(0.0, 2874960.0]"
2022-02-10,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,499134,53206,3,166378,4,124783,"(0.0, 2874960.0]"
2022-02-10,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199155,195109,0,0,0,0,"(0.0, 2874960.0]"
2022-02-10,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1172753,68345,7,167536,28,41884,"(0.0, 2874960.0]"
2022-02-11,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,332905,40862,2,166453,0,0,"(0.0, 2874960.0]"
2022-02-11,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199045,190970,0,0,0,0,"(0.0, 2874960.0]"
2022-02-11,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1331799,74241,4,332950,39,34149,"(0.0, 2874960.0]"
2022-02-12,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,330084,24284,0,0,0,0,"(0.0, 2874960.0]"
2022-02-12,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199793,174896,0,0,0,0,"(0.0, 2874960.0]"
2022-02-12,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1056360,60729,10,105636,24,44015,"(0.0, 2874960.0]"
2022-02-13,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,329239,22239,2,164619,3,109746,"(0.0, 2874960.0]"
2022-02-13,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),200783,173137,0,0,0,0,"(0.0, 2874960.0]"
2022-02-13,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1053089,62958,5,210618,33,31912,"(0.0, 2874960.0]"
2022-02-14,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,362184,33287,2,181092,4,90546,"(0.0, 2874960.0]"
2022-02-14,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),200728,203261,0,0,0,0,"(0.0, 2874960.0]"
2022-02-14,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1144040,70681,8,143005,49,23348,"(0.0, 2874960.0]"
2022-02-15,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,249371,57228,0,0,2,124686,"(0.0, 2874960.0]"
2022-02-15,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),64317,77807,0,0,0,0,"(0.0, 2874960.0]"
2022-02-15,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1274255,75158,8,159282,37,34439,"(0.0, 2874960.0]"
2022-02-16,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,140191,43051,1,140191,2,70095,"(0.0, 2874960.0]"
2022-02-16,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),200178,89110,3,66726,0,0,"(0.0, 2874960.0]"
2022-02-16,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1415285,87188,12,117940,20,70764,"(0.0, 2874960.0]"
2022-02-17,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,290333,52999,0,0,3,96778,"(0.0, 2874960.0]"
2022-02-17,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199496,35498,1,199496,2,99748,"(0.0, 2874960.0]"
2022-02-17,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1634039,85860,17,96120,30,54468,"(0.0, 2874960.0]"
2022-02-18,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,477153,68678,1,477153,7,68165,"(0.0, 2874960.0]"
2022-02-18,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),197802,31623,0,0,1,197802,"(0.0, 2874960.0]"
2022-02-18,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1679071,89338,10,167907,31,54164,"(0.0, 2874960.0]"
2022-02-19,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,384253,57938,0,0,6,64042,"(0.0, 2874960.0]"
2022-02-19,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),200420,35944,0,0,0,0,"(0.0, 2874960.0]"
2022-02-19,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1801138,94135,10,180114,34,52975,"(0.0, 2874960.0]"
2022-02-20,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,383066,74286,1,383066,9,42563,"(0.0, 2874960.0]"
2022-02-20,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),200376,26598,0,0,0,0,"(0.0, 2874960.0]"
2022-02-20,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2327051,111160,15,155137,45,51712,"(0.0, 2874960.0]"
2022-02-21,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,305084,55521,0,0,4,76271,"(0.0, 2874960.0]"
2022-02-21,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199353,37695,0,0,1,199353,"(0.0, 2874960.0]"
2022-02-21,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2629427,130901,17,154672,44,59760,"(0.0, 2874960.0]"
2022-02-22,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,302239,67125,1,302239,4,75560,"(0.0, 2874960.0]"
2022-02-22,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),197813,34424,0,0,2,98907,"(0.0, 2874960.0]"
2022-02-22,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2983054,141552,32,93220,53,56284,"(2874960.0, 5749920.0]"
2022-02-23,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,296914,71157,5,59383,2,148457,"(0.0, 2874960.0]"
2022-02-23,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199606,36818,0,0,4,49902,"(0.0, 2874960.0]"
2022-02-23,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2729001,135245,47,58064,64,42641,"(0.0, 2874960.0]"
2022-02-24,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,248820,66526,1,248820,4,62205,"(0.0, 2874960.0]"
2022-02-24,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199056,42933,0,0,0,0,"(0.0, 2874960.0]"
2022-02-24,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3200008,160784,46,69565,62,51613,"(2874960.0, 5749920.0]"
2022-02-25,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,263238,76578,0,0,7,37605,"(0.0, 2874960.0]"
2022-02-25,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),198891,57674,3,66297,2,99446,"(0.0, 2874960.0]"
2022-02-25,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1821963,92109,27,67480,24,75915,"(0.0, 2874960.0]"
2022-02-26,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,346330,106375,0,0,1,346330,"(0.0, 2874960.0]"
2022-02-26,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199771,47379,1,199771,2,99886,"(0.0, 2874960.0]"
2022-02-26,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1667847,81683,34,49054,47,35486,"(0.0, 2874960.0]"
2022-02-27,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,305323,100340,1,305323,6,50887,"(0.0, 2874960.0]"
2022-02-27,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),199870,45064,1,199870,2,99935,"(0.0, 2874960.0]"
2022-02-27,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1746338,85912,30,58211,44,39690,"(0.0, 2874960.0]"
2022-02-28,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,209002,68104,1,209002,4,52251,"(0.0, 2874960.0]"
2022-02-28,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),115170,40281,1,115170,5,23034,"(0.0, 2874960.0]"
2022-02-28,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1724513,87627,39,44218,40,43113,"(0.0, 2874960.0]"
2022-03-01,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,310532,85907,2,155266,4,77633,"(0.0, 2874960.0]"
2022-03-01,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),161062,47445,1,161062,4,40266,"(0.0, 2874960.0]"
2022-03-01,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1716626,99279,37,46395,51,33659,"(0.0, 2874960.0]"
2022-03-02,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,146054,41878,0,0,4,36514,"(0.0, 2874960.0]"
2022-03-02,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),126159,45939,0,0,0,0,"(0.0, 2874960.0]"
2022-03-02,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1834491,103423,29,63258,55,33354,"(0.0, 2874960.0]"
2022-03-03,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,416981,109253,1,416981,6,69497,"(0.0, 2874960.0]"
2022-03-03,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),58883,14144,0,0,2,29442,"(0.0, 2874960.0]"
2022-03-03,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1723648,92625,42,41039,45,38303,"(0.0, 2874960.0]"
2022-03-04,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,185026,62344,1,185026,6,30838,"(0.0, 2874960.0]"
2022-03-04,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),148038,37792,0,0,1,148038,"(0.0, 2874960.0]"
2022-03-04,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2102346,110803,33,63707,51,41222,"(0.0, 2874960.0]"
2022-03-05,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,386788,110403,2,193394,1,386788,"(0.0, 2874960.0]"
2022-03-05,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),131813,34493,0,0,0,0,"(0.0, 2874960.0]"
2022-03-05,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3676202,172475,66,55700,116,31691,"(2874960.0, 5749920.0]"
2022-03-06,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,338436,107366,0,0,5,67687,"(0.0, 2874960.0]"
2022-03-06,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),137412,26140,0,0,1,137412,"(0.0, 2874960.0]"
2022-03-06,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3666904,170535,54,67906,92,39858,"(2874960.0, 5749920.0]"
2022-03-07,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,552937,144499,0,0,4,138234,"(0.0, 2874960.0]"
2022-03-07,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),89540,25196,0,0,0,0,"(0.0, 2874960.0]"
2022-03-07,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2380713,117295,24,99196,55,43286,"(0.0, 2874960.0]"
2022-03-08,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,550203,100148,0,0,5,110041,"(0.0, 2874960.0]"
2022-03-08,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),91762,21079,0,0,0,0,"(0.0, 2874960.0]"
2022-03-08,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1912664,96614,21,91079,66,28980,"(0.0, 2874960.0]"
2022-03-09,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,543636,100382,2,271818,1,543636,"(0.0, 2874960.0]"
2022-03-09,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),94589,16944,0,0,0,0,"(0.0, 2874960.0]"
2022-03-09,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1896419,115780,29,65394,94,20175,"(0.0, 2874960.0]"
2022-03-10,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,537135,90021,1,537135,1,537135,"(0.0, 2874960.0]"
2022-03-10,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),97933,27367,0,0,0,0,"(0.0, 2874960.0]"
2022-03-10,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1849036,110050,20,92452,75,24654,"(0.0, 2874960.0]"
2022-03-11,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,451559,76645,0,0,3,150520,"(0.0, 2874960.0]"
2022-03-11,첫구매,몰로코,29cm_a_re_kor_newpurchase,151685,73742,5,30337,0,0,"(0.0, 2874960.0]"
2022-03-11,첫구매,몰로코,29cm_i_re_kor_newpurchase,149450,6528,0,0,0,0,"(0.0, 2874960.0]"
2022-03-11,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),58707,15801,0,0,0,0,"(0.0, 2874960.0]"
2022-03-11,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1914286,99897,18,106349,62,30876,"(0.0, 2874960.0]"
2022-03-12,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,587697,90363,1,587697,4,146924,"(0.0, 2874960.0]"
2022-03-12,첫구매,몰로코,29cm_a_re_kor_newpurchase,288370,112216,6,48062,2,144185,"(0.0, 2874960.0]"
2022-03-12,첫구매,몰로코,29cm_i_re_kor_newpurchase,360757,11834,0,0,1,360757,"(0.0, 2874960.0]"
2022-03-12,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),42229,12431,0,0,0,0,"(0.0, 2874960.0]"
2022-03-12,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1903745,100307,23,82772,68,27996,"(0.0, 2874960.0]"
2022-03-13,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,508827,101328,0,0,3,169609,"(0.0, 2874960.0]"
2022-03-13,첫구매,몰로코,29cm_a_re_kor_newpurchase,288409,89425,6,48068,5,57682,"(0.0, 2874960.0]"
2022-03-13,첫구매,몰로코,29cm_i_re_kor_newpurchase,415086,12302,0,0,1,415086,"(0.0, 2874960.0]"
2022-03-13,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),41811,9677,0,0,0,0,"(0.0, 2874960.0]"
2022-03-13,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1943772,105316,18,107987,91,21360,"(0.0, 2874960.0]"
2022-03-14,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,371004,86655,0,0,1,371004,"(0.0, 2874960.0]"
2022-03-14,첫구매,몰로코,29cm_a_re_kor_newpurchase,288803,109236,11,26255,4,72201,"(0.0, 2874960.0]"
2022-03-14,첫구매,몰로코,29cm_i_re_kor_newpurchase,412417,13198,1,412417,0,0,"(0.0, 2874960.0]"
2022-03-14,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),0,0,0,0,0,0,
2022-03-14,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1808631,85276,28,64594,72,25120,"(0.0, 2874960.0]"
2022-03-15,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,661953,137278,4,165488,9,73550,"(0.0, 2874960.0]"
2022-03-15,첫구매,몰로코,29cm_a_re_kor_newpurchase,298427,106419,5,59685,0,0,"(0.0, 2874960.0]"
2022-03-15,첫구매,몰로코,29cm_i_re_kor_newpurchase,419453,13799,0,0,1,419453,"(0.0, 2874960.0]"
2022-03-15,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),0,0,0,0,0,0,
2022-03-15,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2461206,114978,51,48259,96,25638,"(0.0, 2874960.0]"
2022-03-16,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,455879,96181,2,227940,3,151960,"(0.0, 2874960.0]"
2022-03-16,첫구매,몰로코,29cm_a_re_kor_newpurchase,279082,102398,1,279082,2,139541,"(0.0, 2874960.0]"
2022-03-16,첫구매,몰로코,29cm_i_re_kor_newpurchase,320293,10278,1,320293,0,0,"(0.0, 2874960.0]"
2022-03-16,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),0,0,0,0,0,0,
2022-03-16,첫구매,크리테오,App CAM_1st purchase_AOS,639593,190712,0,0,3,213198,"(0.0, 2874960.0]"
2022-03-16,첫구매,크리테오,App CAM_1st purchase_iOS,117634,70624,0,0,2,58817,"(0.0, 2874960.0]"
2022-03-16,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2439198,119198,33,73915,99,24638,"(0.0, 2874960.0]"
2022-03-17,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,441709,98886,0,0,3,147236,"(0.0, 2874960.0]"
2022-03-17,첫구매,몰로코,29cm_a_re_kor_newpurchase,563308,151500,1,563308,4,140827,"(0.0, 2874960.0]"
2022-03-17,첫구매,몰로코,29cm_i_re_kor_newpurchase,229737,8174,1,229737,1,229737,"(0.0, 2874960.0]"
2022-03-17,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),0,0,0,0,0,0,
2022-03-17,첫구매,크리테오,App CAM_1st purchase_AOS,688212,178936,1,688212,3,229404,"(0.0, 2874960.0]"
2022-03-17,첫구매,크리테오,App CAM_1st purchase_iOS,695888,222624,2,347944,2,347944,"(0.0, 2874960.0]"
2022-03-17,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2428505,115951,24,101188,88,27597,"(0.0, 2874960.0]"
2022-03-18,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,279753,79875,1,279753,4,69938,"(0.0, 2874960.0]"
2022-03-18,첫구매,몰로코,29cm_a_re_kor_newpurchase,716950,176971,6,119492,1,716950,"(0.0, 2874960.0]"
2022-03-18,첫구매,몰로코,29cm_i_re_kor_newpurchase,0,0,0,0,0,0,
2022-03-18,첫구매,크리테오,App CAM_1st purchase_AOS,595672,208251,0,0,4,148918,"(0.0, 2874960.0]"
2022-03-18,첫구매,크리테오,App CAM_1st purchase_iOS,496676,192318,1,496676,4,124169,"(0.0, 2874960.0]"
2022-03-18,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2443293,121944,40,61082,60,40722,"(0.0, 2874960.0]"
2022-03-19,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,991117,234705,1,991117,2,495559,"(0.0, 2874960.0]"
2022-03-19,첫구매,몰로코,29cm_a_re_kor_newpurchase,715952,196312,1,715952,10,71595,"(0.0, 2874960.0]"
2022-03-19,첫구매,몰로코,29cm_i_re_kor_newpurchase,0,0,0,0,0,0,
2022-03-19,첫구매,카카오모먼트,220203_카카오비즈보드(전환_앱),0,0,0,0,0,0,
2022-03-19,첫구매,크리테오,App CAM_1st purchase_AOS,284248,147940,0,0,6,47375,"(0.0, 2874960.0]"
2022-03-19,첫구매,크리테오,App CAM_1st purchase_iOS,340036,166876,0,0,3,113345,"(0.0, 2874960.0]"
2022-03-19,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2410001,126333,32,75313,82,29390,"(0.0, 2874960.0]"
2022-03-20,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,618553,119505,0,0,7,88365,"(0.0, 2874960.0]"
2022-03-20,첫구매,몰로코,29cm_a_re_kor_newpurchase,713885,264527,1,713885,1,713885,"(0.0, 2874960.0]"
2022-03-20,첫구매,크리테오,App CAM_1st purchase_AOS,15155,14693,0,0,3,5052,"(0.0, 2874960.0]"
2022-03-20,첫구매,크리테오,App CAM_1st purchase_iOS,370049,180171,2,185024,0,0,"(0.0, 2874960.0]"
2022-03-20,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,2484912,126805,35,70997,88,28238,"(0.0, 2874960.0]"
2022-03-21,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,385553,83931,0,0,9,42839,"(0.0, 2874960.0]"
2022-03-21,첫구매,몰로코,29cm_a_re_kor_newpurchase,714365,324481,2,357183,5,142873,"(0.0, 2874960.0]"
2022-03-21,첫구매,크리테오,App CAM_1st purchase_AOS,172578,116634,0,0,4,43144,"(0.0, 2874960.0]"
2022-03-21,첫구매,크리테오,App CAM_1st purchase_iOS,545718,213429,1,545718,6,90953,"(0.0, 2874960.0]"
2022-03-21,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1739710,89592,14,124265,57,30521,"(0.0, 2874960.0]"
2022-03-22,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,177595,39235,0,0,4,44399,"(0.0, 2874960.0]"
2022-03-22,첫구매,몰로코,29cm_a_re_kor_newpurchase,715546,297965,4,178886,7,102221,"(0.0, 2874960.0]"
2022-03-22,첫구매,몰로코,29cm_i_re_kor_newpurchase,0,0,0,0,0,0,
2022-03-22,첫구매,크리테오,App CAM_1st purchase_AOS,189166,120972,0,0,7,27024,"(0.0, 2874960.0]"
2022-03-22,첫구매,크리테오,App CAM_1st purchase_iOS,1030159,211903,0,0,6,171693,"(0.0, 2874960.0]"
2022-03-22,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1629413,90129,9,181046,69,23615,"(0.0, 2874960.0]"
2022-03-23,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,0,0,0,0,0,0,
2022-03-23,첫구매,몰로코,29cm_a_re_kor_newpurchase,697835,299914,5,139567,11,63440,"(0.0, 2874960.0]"
2022-03-23,첫구매,크리테오,App CAM_1st purchase_AOS,344319,202836,0,0,8,43040,"(0.0, 2874960.0]"
2022-03-23,첫구매,크리테오,App CAM_1st purchase_iOS,716113,217895,0,0,8,89514,"(0.0, 2874960.0]"
2022-03-23,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1624848,93012,12,135404,58,28015,"(0.0, 2874960.0]"
2022-03-24,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,0,0,0,0,1,0,
2022-03-24,첫구매,몰로코,29cm_a_re_kor_newpurchase,698466,271791,1,698466,7,99781,"(0.0, 2874960.0]"
2022-03-24,첫구매,크리테오,App CAM_1st purchase_AOS,325348,183684,0,0,8,40668,"(0.0, 2874960.0]"
2022-03-24,첫구매,크리테오,App CAM_1st purchase_iOS,271923,167282,3,90641,7,38846,"(0.0, 2874960.0]"
2022-03-24,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,1592102,93955,19,83795,61,26100,"(0.0, 2874960.0]"
2022-03-25,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,0,0,0,0,1,0,
2022-03-25,첫구매,몰로코,29cm_a_re_kor_newpurchase,597015,270089,3,199005,14,42644,"(0.0, 2874960.0]"
2022-03-25,첫구매,크리테오,App CAM_1st purchase_AOS,447493,212911,1,447493,14,31964,"(0.0, 2874960.0]"
2022-03-25,첫구매,크리테오,App CAM_1st purchase_iOS,263966,148157,0,0,4,65992,"(0.0, 2874960.0]"
2022-03-25,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,3169809,153925,42,75472,117,27092,"(2874960.0, 5749920.0]"
2022-03-26,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,0,0,0,0,0,0,
2022-03-26,첫구매,몰로코,29cm_a_re_kor_newpurchase,595776,279632,3,198592,9,66197,"(0.0, 2874960.0]"
2022-03-26,첫구매,몰로코,29cm_i_re_kor_newpurchase,0,0,0,0,0,0,
2022-03-26,첫구매,크리테오,App CAM_1st purchase_AOS,394495,199280,0,0,5,78899,"(0.0, 2874960.0]"
2022-03-26,첫구매,크리테오,App CAM_1st purchase_iOS,277723,128760,0,0,2,138862,"(0.0, 2874960.0]"
2022-03-26,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4034652,180549,46,87710,116,34781,"(2874960.0, 5749920.0]"
2022-03-27,첫구매,ACe,★ [AOS] ACe_앱오픈&미구매 유저,0,0,0,0,0,0,
2022-03-27,첫구매,몰로코,29cm_a_re_kor_newpurchase,597286,204747,1,597286,17,35134,"(0.0, 2874960.0]"
2022-03-27,첫구매,크리테오,App CAM_1st purchase_AOS,475103,245635,2,237551,11,43191,"(0.0, 2874960.0]"
2022-03-27,첫구매,크리테오,App CAM_1st purchase_iOS,225483,126147,0,0,11,20498,"(0.0, 2874960.0]"
2022-03-27,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4391903,192313,39,112613,143,30713,"(2874960.0, 5749920.0]"
2022-03-28,첫구매,몰로코,29cm_a_re_kor_newpurchase,597205,223857,1,597205,16,37325,"(0.0, 2874960.0]"
2022-03-28,첫구매,크리테오,App CAM_1st purchase_AOS,583136,280716,1,583136,15,38876,"(0.0, 2874960.0]"
2022-03-28,첫구매,크리테오,App CAM_1st purchase_iOS,336070,141930,0,0,5,67214,"(0.0, 2874960.0]"
2022-03-28,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4230538,187819,39,108475,114,37110,"(2874960.0, 5749920.0]"
2022-03-29,첫구매,몰로코,29cm_a_re_kor_newpurchase,597173,233637,6,99529,10,59717,"(0.0, 2874960.0]"
2022-03-29,첫구매,크리테오,App CAM_1st purchase_AOS,579306,266551,0,0,13,44562,"(0.0, 2874960.0]"
2022-03-29,첫구매,크리테오,App CAM_1st purchase_iOS,620053,214739,1,620053,8,77507,"(0.0, 2874960.0]"
2022-03-29,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4387596,199258,25,175504,92,47691,"(2874960.0, 5749920.0]"
2022-03-30,첫구매,몰로코,29cm_a_re_kor_newpurchase,596404,246561,1,596404,10,59640,"(0.0, 2874960.0]"
2022-03-30,첫구매,크리테오,App CAM_1st purchase_AOS,381575,187917,0,0,22,17344,"(0.0, 2874960.0]"
2022-03-30,첫구매,크리테오,App CAM_1st purchase_iOS,478575,191378,1,478575,5,95715,"(0.0, 2874960.0]"
2022-03-30,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4388764,213998,38,115494,79,55554,"(2874960.0, 5749920.0]"
2022-03-31,첫구매,몰로코,29cm_a_re_kor_newpurchase,585832,203692,2,292916,11,53257,"(0.0, 2874960.0]"
2022-03-31,첫구매,크리테오,App CAM_1st purchase_AOS,368739,190914,0,0,15,24583,"(0.0, 2874960.0]"
2022-03-31,첫구매,크리테오,App CAM_1st purchase_iOS,452239,206215,0,0,10,45224,"(0.0, 2874960.0]"
2022-03-31,첫구매,페이스북,fb_conversion_visit_catalog_2201_daba,4209652,206988,50,84193,77,54671,"(2874960.0, 5749920.0]"
2022-04-01,첫구매,몰로코,29cm_a_re_kor_newpurchase,1141,45,0,0,1,1141,"(0.0, 2874960.0]"
